Date,Open,High,Low,Close,Volume,Market Cap
Jan 06 2018,0.000017,0.000017,0.000016,0.000017,1884,-
Jan 05 2018,0.000030,0.000032,0.000016,0.000017,1922,-
Jan 04 2018,0.000015,0.000031,0.000015,0.000030,5375,-
Jan 03 2018,0.000015,0.000031,0.000015,0.000015,1200,-
Jan 02 2018,0.000014,0.000030,0.000013,0.000015,733,-
Jan 01 2018,0.000028,0.000106,0.000013,0.000014,590,-
Dec 31 2017,0.000025,0.000028,0.000013,0.000028,5116,-
Dec 30 2017,0.000014,0.000029,0.000013,0.000026,1021,-
Dec 29 2017,0.000015,0.000030,0.000014,0.000015,2003,-
Dec 28 2017,0.000016,0.000016,0.000014,0.000014,1164,-
Dec 27 2017,0.000016,0.000032,0.000015,0.000016,1285,-
Dec 26 2017,0.000014,0.000016,0.000014,0.000016,4556,-
Dec 25 2017,0.000028,0.000042,0.000013,0.000014,14960,-
Dec 24 2017,0.000015,0.000029,0.000013,0.000028,686,-
Dec 23 2017,0.000014,0.000031,0.000014,0.000014,5894,-
Dec 22 2017,0.000126,0.000140,0.000013,0.000014,5691,-
Dec 21 2017,0.000165,0.000243,0.000122,0.000125,113432,-
Dec 20 2017,0.000159,0.000735,0.000050,0.000164,35938,-
Dec 19 2017,0.000168,0.000224,0.000104,0.000159,3469,-
Dec 18 2017,0.000191,0.000264,0.000094,0.000168,11444,-
Dec 17 2017,0.000573,0.000741,0.000153,0.000191,34389,-
Dec 16 2017,0.000089,0.004738,0.000089,0.000579,11994,-
Dec 15 2017,0.004479,0.004880,0.000794,0.000794,42778,-
Dec 14 2017,0.005731,0.005972,0.004444,0.004472,9,-
Dec 13 2017,0.006047,0.006127,0.005578,0.005750,13,-
Dec 12 2017,0.006042,0.006216,0.005970,0.006042,4,-
Dec 10 2017,0.000902,0.000902,0.000794,0.000823,372,-
Dec 09 2017,0.000924,0.000927,0.000813,0.000899,406,-
Dec 03 2017,0.004810,0.004930,0.004778,0.004899,86,-
Dec 02 2017,0.004831,0.004926,0.004730,0.004805,84,-
Nov 30 2017,0.004816,0.005239,0.004785,0.004843,11,-
Nov 29 2017,0.005323,0.005605,0.004456,0.004743,20,-
Nov 28 2017,0.004878,0.004990,0.004831,0.004980,1,-
Nov 27 2017,0.004829,0.004873,0.004804,0.004865,3,-
Nov 20 2017,0.004263,0.004273,0.004212,0.004259,1,-
Nov 19 2017,0.004127,0.004299,0.004079,0.004265,1,-
Nov 18 2017,0.003997,0.004139,0.003875,0.004135,5,-
Nov 17 2017,0.003922,0.004069,0.003349,0.004012,61,-
Nov 16 2017,0.003733,0.004001,0.003696,0.003929,3,-
Nov 15 2017,0.003174,0.003484,0.003174,0.003460,9,-
Nov 14 2017,0.003164,0.003189,0.003136,0.003171,8,-
Nov 11 2017,0.003156,0.003269,0.003152,0.003223,1,-
Nov 10 2017,0.003636,0.003741,0.003097,0.003167,12,-
Nov 09 2017,0.003765,0.003778,0.003596,0.003625,31,-
Nov 03 2017,0.003441,0.003602,0.003403,0.003569,16,-
Nov 02 2017,0.003395,0.003583,0.003349,0.003446,16,-
Oct 30 2017,0.002647,0.002673,0.002595,0.002619,62,-
Oct 29 2017,0.004811,0.004927,0.002560,0.002663,64,-
Oct 28 2017,0.004808,0.004836,0.004804,0.004818,3,-
Oct 26 2017,0.005390,0.005442,0.005355,0.005402,5,-
Oct 25 2017,0.005278,0.005401,0.005122,0.005391,5,-
Oct 24 2017,0.004106,0.004106,0.003896,0.003984,5,-
Oct 23 2017,0.004843,0.004878,0.003965,0.004115,6,-
Oct 22 2017,0.004784,0.004895,0.004656,0.004851,4,-
Oct 21 2017,0.004924,0.005032,0.004890,0.005032,1,-
Oct 20 2017,0.005705,0.005723,0.004609,0.004935,1,-
Oct 19 2017,0.005730,0.005741,0.005620,0.005703,5,-
Oct 17 2017,0.005548,0.005564,0.005314,0.005368,31,-
Oct 16 2017,0.004326,0.005576,0.004231,0.005547,32,-
Oct 15 2017,0.004681,0.004696,0.004162,0.004325,18,-
Oct 14 2017,0.004185,0.004679,0.004139,0.004673,5,-
Oct 13 2017,0.005386,0.005818,0.004087,0.004184,42,-
Oct 12 2017,0.005328,0.005370,0.005196,0.005370,40,-
Oct 11 2017,0.003429,0.003477,0.003402,0.003440,16,-
Oct 10 2017,0.003467,0.003548,0.003405,0.003430,16,-
Oct 09 2017,0.003038,0.003131,0.003008,0.003128,1,-
Oct 08 2017,0.002755,0.005021,0.002746,0.003037,41,-
Oct 07 2017,0.002624,0.002769,0.002596,0.002762,1,-
