Date,Open,High,Low,Close,Volume,Market Cap
Mar 31 2018,0.709963,0.741198,0.659707,0.668543,19066,4969730
Mar 30 2018,0.745081,0.762591,0.655244,0.672136,30511,5215560
Mar 29 2018,0.889883,0.906639,0.744636,0.747442,38972,6229170
Mar 28 2018,0.906905,1.04,0.873433,0.888740,46237,6348320
Mar 27 2018,0.985908,0.989384,0.880847,0.907076,72716,6901340
Mar 26 2018,1.19,1.22,0.941736,0.987354,88542,8360060
Mar 25 2018,1.10,1.25,1.07,1.17,73118,7698500
Mar 24 2018,1.09,1.22,1.04,1.12,58188,7641940
Mar 23 2018,0.985292,1.08,0.938879,1.08,19407,6897030
Mar 22 2018,1.19,1.21,0.979658,0.985336,48684,8331390
Mar 21 2018,1.11,1.24,1.09,1.19,46663,7748990
Mar 20 2018,0.824544,1.19,0.786909,1.04,110769,5771800
Mar 19 2018,0.651017,0.839884,0.647073,0.815834,51492,4557120
Mar 18 2018,0.638076,0.890535,0.585756,0.660169,99073,4466530
Mar 17 2018,0.737619,0.788336,0.605179,0.637984,26960,5163330
Mar 16 2018,0.828419,0.842279,0.709277,0.736485,50015,5798930
Mar 15 2018,0.861378,0.874769,0.786211,0.828970,32253,6029640
Mar 14 2018,0.983827,1.04,0.835239,0.861628,50954,6886780
Mar 13 2018,1.04,1.10,0.925358,0.981835,55501,7288040
Mar 12 2018,1.10,1.72,0.929068,1.05,39780,7732560
Mar 11 2018,1.06,1.15,0.963937,1.11,40256,7385790
Mar 10 2018,1.11,1.21,1.05,1.06,47002,7785790
Mar 09 2018,1.01,1.16,0.886896,1.16,75358,7042040
Mar 08 2018,1.05,1.08,0.935717,1.01,76020,7336260
Mar 07 2018,1.31,1.31,0.945733,1.05,346260,9174100
Mar 06 2018,1.40,1.40,1.11,1.36,188055,9792930
Mar 05 2018,1.44,1.47,1.28,1.40,91775,10096000
Mar 04 2018,1.55,1.59,1.29,1.44,64432,10830500
Mar 03 2018,1.67,1.70,1.55,1.55,55085,11679900
Mar 02 2018,1.67,1.95,1.54,1.67,158633,11691400
Mar 01 2018,1.54,1.68,1.43,1.67,70813,10783700
Feb 28 2018,1.74,1.80,1.54,1.54,69394,12170600
Feb 27 2018,1.82,1.85,1.66,1.74,64257,12747700
Feb 26 2018,1.79,1.86,1.51,1.82,110688,12537600
Feb 25 2018,1.87,1.87,1.64,1.79,92121,13082100
Feb 24 2018,1.95,2.01,1.73,1.82,30379,13650000
Feb 23 2018,2.06,2.11,1.85,1.95,149691,14420600
Feb 22 2018,1.70,2.16,1.66,2.06,243770,11930600
Feb 21 2018,1.73,1.82,1.52,1.71,116241,12112800
Feb 20 2018,2.08,2.12,1.70,1.75,199345,14529400
